Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Year,Month,Month_Name
304699,209952,Business,6291,571.0,36887,Mutual Fund,2024-09-01,2024,9,September
304700,209008,Business,9202,3627.0,26039,Mutual Fund,2022-11-22,2022,11,November
304701,208179,Savings,59947,2064.0,17038,Fixed Deposit,2024-04-19,2024,4,April
304702,200796,Current,58660,2496.0,9479,Mutual Fund,2022-08-04,2022,8,August
304703,208166,Business,21023,2408.0,24557,Recurring Deposit,2022-10-08,2022,10,October
304704,207555,Savings,87706,4533.0,43327,Recurring Deposit,2024-10-30,2024,10,October
304705,202534,Business,87078,4658.0,28999,Recurring Deposit,2024-01-23,2024,1,January
304706,201191,Savings,98510,2603.0467834778547,31097,Fixed Deposit,2024-11-29,2024,11,November
304707,200936,Business,66309,869.0,5971,Fixed Deposit,2024-01-17,2024,1,January
304708,206097,Savings,54257,4034.0,43441,Fixed Deposit,2023-12-07,2023,12,December
304709,200022,Business,95706,4092.0,23236,Recurring Deposit,2024-01-16,2024,1,January
304710,203203,Business,4031,3424.0,23024,Recurring Deposit,2024-03-31,2024,3,March
304711,200451,Savings,77694,541.0,40820,Mutual Fund,2023-11-06,2023,11,November
304712,200273,Business,14824,3449.0,49370,Fixed Deposit,2022-03-28,2022,3,March
304713,201024,Savings,80407,1138.0,49740,Fixed Deposit,2022-05-18,2022,5,May
304714,208357,Business,81027,3729.0,43631,Mutual Fund,2024-06-27,2024,6,June
304715,206553,Business,60563,3643.0,45212,Mutual Fund,2023-01-24,2023,1,January
304716,208488,Savings,87252,482.0,2769,Fixed Deposit,2023-10-21,2023,10,October
304717,207856,Business,21290,1373.0,40939,Recurring Deposit,2022-04-11,2022,4,April
304718,208020,Business,19817,1163.0,32177,Recurring Deposit,2023-08-03,2023,8,August
304719,207796,Savings,68176,337.0,9973,Fixed Deposit,2024-06-22,2024,6,June
304720,209128,Current,62189,937.0,33792,Recurring Deposit,2023-01-11,2023,1,January
304721,208287,Savings,33937,4117.0,32400,Fixed Deposit,2022-04-17,2022,4,April
304722,200570,Current,68344,4241.0,30133,Fixed Deposit,2025-02-04,2025,2,February
304723,208332,Business,42380,171.0,26801,Recurring Deposit,2022-03-27,2022,3,March
304724,205436,Current,11155,4999.0,7789,Recurring Deposit,2024-11-18,2024,11,November
304725,206706,Current,77071,2459.0,2796,Fixed Deposit,2023-04-11,2023,4,April
304726,200766,Savings,53436,3823.0,38780,Fixed Deposit,2023-03-07,2023,3,March
304727,201626,Current,12947,1064.0,45208,Fixed Deposit,2025-03-02,2025,3,March
304728,209024,Current,53382,688.0,3966,Fixed Deposit,2023-09-06,2023,9,September
304729,206320,Business,96819,3930.943321341784,23564,Mutual Fund,2023-07-18,2023,7,July
304730,204710,Savings,27844,4207.0,36922,Mutual Fund,2022-10-07,2022,10,October
304731,200653,Savings,63348,4483.0,44828,Fixed Deposit,2022-08-27,2022,8,August
304732,208333,Current,75201,4745.0,26776,Fixed Deposit,2023-11-06,2023,11,November
304733,205834,Business,21960,4640.0,8379,Recurring Deposit,2024-05-10,2024,5,May
304734,205624,Savings,31483,4157.0,46694,Fixed Deposit,2024-09-20,2024,9,September
304735,206042,Business,12950,2657.0,23419,Fixed Deposit,2023-07-09,2023,7,July
304736,202877,Current,11432,947.0,31474,Recurring Deposit,2022-12-05,2022,12,December
304737,204606,Current,57115,2504.0,26166,Recurring Deposit,2022-06-30,2022,6,June
304738,203525,Savings,5414,4019.0,23623,Fixed Deposit,2022-05-31,2022,5,May
304739,205394,Current,83557,4577.0,43122,Recurring Deposit,2023-06-27,2023,6,June
304740,204555,Business,33007,4074.0,8411,Mutual Fund,2023-06-15,2023,6,June
304741,209382,Business,27872,163.0,38084,Mutual Fund,2024-02-27,2024,2,February
304742,207155,Current,63216,3802.0,26063,Mutual Fund,2024-06-06,2024,6,June
304743,200383,Current,78846,4320.0,1294,Mutual Fund,2024-10-02,2024,10,October
304744,202198,Business,40675,986.0,22055,Mutual Fund,2024-06-12,2024,6,June
304745,205367,Current,53129,861.0,34326,Mutual Fund,2023-08-27,2023,8,August
304746,200570,Current,12510,1609.0,15170,Mutual Fund,2024-01-23,2024,1,January
304747,202642,Current,48061,4337.0,14447,Recurring Deposit,2025-02-19,2025,2,February
304748,205221,Business,63972,136.0,30019,Recurring Deposit,2022-10-14,2022,10,October
304749,203731,Current,14549,4779.0,45847,Recurring Deposit,2023-09-04,2023,9,September
304750,202988,Business,1701,2093.0,9658,Recurring Deposit,2024-04-20,2024,4,April
304751,209263,Savings,20455,1796.0,29124,Recurring Deposit,2023-09-30,2023,9,September
304752,206474,Current,9918,456.0,37853,Mutual Fund,2023-01-07,2023,1,January
304753,200761,Current,69160,1015.0,31825,Fixed Deposit,2022-12-02,2022,12,December
304754,207402,Current,9141,2983.0,38737,Fixed Deposit,2023-12-07,2023,12,December
304755,200927,Savings,47771,2646.0,37817,Recurring Deposit,2022-04-19,2022,4,April
304756,202144,Current,69208,288.0,15717,Fixed Deposit,2023-03-10,2023,3,March
304757,201798,Business,20493,3026.0,27849,Fixed Deposit,2023-03-04,2023,3,March
304758,207518,Current,83809,3385.0,25178,Mutual Fund,2022-10-10,2022,10,October
304759,207597,Business,13199,603.0,5498,Mutual Fund,2023-02-12,2023,2,February
304760,204247,Business,48473,1830.0,9279,Fixed Deposit,2022-04-24,2022,4,April
304761,200450,Business,59119,339.0,31945,Mutual Fund,2024-09-22,2024,9,September
304762,209009,Business,21255,3682.0,15303,Mutual Fund,2024-05-12,2024,5,May
304763,206391,Business,76457,3063.0,3369,Fixed Deposit,2022-12-08,2022,12,December
304764,209146,Current,62871,335.0,8743,Mutual Fund,2022-09-28,2022,9,September
304765,204580,Current,28916,2237.0,23367,Recurring Deposit,2023-10-11,2023,10,October
304766,206585,Current,3170,250.0,14420,Recurring Deposit,2024-12-25,2024,12,December
304767,203885,Business,24578,3440.0,5476,Fixed Deposit,2022-05-18,2022,5,May
304768,202547,Savings,19093,2611.0,24485,Fixed Deposit,2023-10-24,2023,10,October
304769,203032,Current,60974,1232.0,20380,Recurring Deposit,2024-12-09,2024,12,December
304770,203739,Current,14140,2123.0,45232,Mutual Fund,2023-04-22,2023,4,April
304771,201209,Current,57636,663.0,17278,Fixed Deposit,2024-06-28,2024,6,June
304772,209020,Business,63535,453.0,32094,Mutual Fund,2024-11-13,2024,11,November
304773,204022,Current,70568,4939.0,43054,Mutual Fund,2022-06-04,2022,6,June
304774,207667,Business,87160,2367.0,45420,Fixed Deposit,2024-09-28,2024,9,September
304775,200984,Current,67844,1662.0,49423,Recurring Deposit,2022-06-03,2022,6,June
304776,209761,Current,11149,1958.0,14471,Recurring Deposit,2025-01-12,2025,1,January
304777,204644,Business,57498,2250.0,47439,Recurring Deposit,2022-09-04,2022,9,September
304778,209727,Business,6162,3128.6939574242765,22250,Recurring Deposit,2024-12-30,2024,12,December
304779,205928,Current,75951,808.0,49573,Recurring Deposit,2022-04-20,2022,4,April
304780,206354,Business,93935,4866.0,8335,Recurring Deposit,2022-06-03,2022,6,June
304781,205205,Business,30080,1721.0,20292,Mutual Fund,2025-02-24,2025,2,February
304782,205624,Business,16593,998.0,36756,Recurring Deposit,2022-09-16,2022,9,September
304783,206351,Savings,96733,2984.0,34253,Fixed Deposit,2023-12-28,2023,12,December
304784,209177,Business,6243,5005.563951005801,29333,Fixed Deposit,2024-02-09,2024,2,February
304785,204867,Business,27934,1861.0,15153,Recurring Deposit,2023-11-01,2023,11,November
304786,202672,Savings,27796,3442.0,16538,Recurring Deposit,2022-09-28,2022,9,September
304787,207771,Business,77250,3838.0,7349,Fixed Deposit,2024-07-18,2024,7,July
304788,205877,Savings,80061,4784.0,43674,Fixed Deposit,2023-04-17,2023,4,April
304789,202906,Current,7978,3317.0,24518,Fixed Deposit,2024-03-26,2024,3,March
304790,202051,Current,73504,2157.0,9068,Recurring Deposit,2025-03-15,2025,3,March
304791,208687,Current,98840,551.0,43450,Fixed Deposit,2022-11-13,2022,11,November
304792,206522,Business,59421,3621.0,40968,Recurring Deposit,2023-02-03,2023,2,February
304793,204451,Savings,31192,2583.0,35945,Recurring Deposit,2025-03-04,2025,3,March
304794,204563,Current,38399,3484.0,23133,Recurring Deposit,2025-02-18,2025,2,February
304795,204533,Business,97829,4881.0,22084,Recurring Deposit,2024-11-24,2024,11,November
304796,204059,Current,92936,930.0,13369,Fixed Deposit,2022-04-04,2022,4,April
304797,209019,Current,73290,3633.0,29781,Mutual Fund,2023-07-01,2023,7,July
304798,207708,Current,87823,816.2069698723647,41969,Mutual Fund,2024-01-03,2024,1,January
304799,204796,Business,21636,410.0,44749,Mutual Fund,2025-01-11,2025,1,January
304800,207155,Savings,73711,2205.0,42685,Fixed Deposit,2022-08-24,2022,8,August
304801,204141,Savings,2295,161.0,15874,Fixed Deposit,2025-01-13,2025,1,January
304802,204704,Savings,84834,1096.0,3708,Recurring Deposit,2024-06-06,2024,6,June
304803,204144,Savings,5512,4470.0,22631,Mutual Fund,2023-05-14,2023,5,May
304804,202167,Business,72999,4276.0,18889,Fixed Deposit,2024-11-12,2024,11,November
304805,203145,Business,84198,531.0,7412,Recurring Deposit,2024-10-16,2024,10,October
304806,209215,Business,66162,3403.0,5519,Recurring Deposit,2025-03-13,2025,3,March
304807,207274,Current,84100,1584.0,37366,Recurring Deposit,2022-10-20,2022,10,October
304808,209011,Savings,45140,3576.0,46786,Recurring Deposit,2023-12-31,2023,12,December
304809,209798,Business,31807,3790.0,14179,Recurring Deposit,2022-08-30,2022,8,August
304810,205651,Current,44713,379.0,45911,Recurring Deposit,2024-05-23,2024,5,May
304811,209884,Current,84972,4865.0,1425,Fixed Deposit,2024-11-04,2024,11,November
304812,201362,Current,57023,3070.0,34430,Recurring Deposit,2022-09-19,2022,9,September
304813,200458,Savings,43420,4119.0,36647,Fixed Deposit,2023-06-03,2023,6,June
304814,204785,Business,35347,2776.0,19797,Fixed Deposit,2022-09-14,2022,9,September
304815,203701,Current,30934,1843.0,45130,Mutual Fund,2022-09-02,2022,9,September
304816,207054,Business,63598,4199.0,7453,Mutual Fund,2024-05-02,2024,5,May
304817,203742,Current,96198,3600.0,43503,Recurring Deposit,2023-01-23,2023,1,January
304818,203127,Current,15301,796.0,16350,Recurring Deposit,2024-10-22,2024,10,October
304819,202042,Business,19943,995.0,3144,Mutual Fund,2023-01-25,2023,1,January
304820,200239,Current,38445,4420.0,17966,Recurring Deposit,2023-05-03,2023,5,May
304821,204933,Current,48940,720.0,6091,Fixed Deposit,2024-06-10,2024,6,June
304822,204763,Current,60982,1981.0,45522,Fixed Deposit,2023-01-28,2023,1,January
304823,203663,Savings,73090,970.0,13684,Recurring Deposit,2023-09-28,2023,9,September
304824,209329,Current,75293,2151.0,34950,Mutual Fund,2025-03-17,2025,3,March
304825,207712,Savings,59568,2052.0,24671,Recurring Deposit,2023-12-17,2023,12,December
304826,201000,Savings,89445,4629.0,14617,Mutual Fund,2023-06-22,2023,6,June
304827,201455,Business,89854,1284.0908935801278,42286,Fixed Deposit,2022-11-25,2022,11,November
304828,205621,Savings,45217,3991.0,7549,Mutual Fund,2022-05-21,2022,5,May
304829,209586,Current,29304,4718.0,27547,Mutual Fund,2024-07-19,2024,7,July
304830,205694,Savings,14940,3302.0,36298,Recurring Deposit,2024-04-30,2024,4,April
304831,209753,Business,43582,3457.0,30186,Mutual Fund,2023-02-06,2023,2,February
304832,209661,Business,40526,4660.0,49831,Mutual Fund,2025-02-22,2025,2,February
304833,204700,Current,57622,4676.0,11260,Fixed Deposit,2024-04-05,2024,4,April
304834,204295,Savings,84420,3316.0,3296,Mutual Fund,2023-08-16,2023,8,August
304835,207786,Savings,40226,266.0,12852,Recurring Deposit,2023-03-20,2023,3,March
304836,205366,Business,12878,388.0,23880,Fixed Deposit,2022-03-25,2022,3,March
304837,201907,Business,61844,978.0,12171,Mutual Fund,2022-04-09,2022,4,April
304838,203588,Business,62805,1573.0,3313,Mutual Fund,2025-01-27,2025,1,January
304839,207983,Business,77861,1768.0,27339,Fixed Deposit,2022-08-06,2022,8,August
304840,208656,Business,13940,3847.0,5497,Mutual Fund,2022-09-08,2022,9,September
304841,201257,Savings,98547,3430.0,43718,Fixed Deposit,2024-08-28,2024,8,August
304842,202207,Savings,2537,4043.0,28372,Fixed Deposit,2025-01-23,2025,1,January
304843,208971,Savings,63645,259.0,22760,Recurring Deposit,2024-04-26,2024,4,April
304844,207267,Current,53234,1543.310661501984,10118,Mutual Fund,2022-11-07,2022,11,November
304845,200555,Current,64727,1882.0,41911,Fixed Deposit,2022-08-07,2022,8,August
304846,208160,Current,46424,4174.0,9741,Fixed Deposit,2024-05-23,2024,5,May
304847,206825,Savings,94773,3645.0,24115,Recurring Deposit,2022-07-15,2022,7,July
304848,203092,Savings,64893,2100.0,24535,Recurring Deposit,2022-08-25,2022,8,August
304849,201273,Current,1212,3487.0,11154,Recurring Deposit,2023-04-22,2023,4,April
304850,201212,Savings,76884,3766.0,43026,Fixed Deposit,2024-12-15,2024,12,December
304851,208985,Business,17560,2222.0,32794,Fixed Deposit,2023-03-15,2023,3,March
304852,202719,Current,19468,874.0,49220,Recurring Deposit,2024-02-28,2024,2,February
304853,206659,Savings,47883,4592.0,42915,Recurring Deposit,2023-06-23,2023,6,June
304854,201062,Business,33746,726.0,3873,Recurring Deposit,2023-05-05,2023,5,May
304855,207163,Current,6808,764.0,27315,Recurring Deposit,2024-03-11,2024,3,March
304856,200700,Savings,30241,2287.0,28652,Fixed Deposit,2022-06-06,2022,6,June
304857,206489,Savings,73962,1881.4822902260687,49385,Recurring Deposit,2022-08-23,2022,8,August
304858,208494,Business,75689,2670.0,4515,Fixed Deposit,2022-12-17,2022,12,December
304859,205249,Current,51138,714.0,39795,Recurring Deposit,2022-05-21,2022,5,May
304860,206611,Savings,38024,4611.0,17942,Mutual Fund,2023-06-15,2023,6,June
304861,206977,Business,21478,3948.0,42525,Mutual Fund,2023-10-01,2023,10,October
304862,208367,Savings,20345,4364.0,9157,Fixed Deposit,2025-02-04,2025,2,February
304863,206337,Savings,76695,2403.1687815919554,34826,Recurring Deposit,2023-07-19,2023,7,July
304864,202991,Current,78898,4027.0,41494,Recurring Deposit,2024-01-11,2024,1,January
304865,203857,Current,51374,2104.0,11619,Recurring Deposit,2022-09-17,2022,9,September
304866,209394,Savings,47769,720.0,42488,Recurring Deposit,2022-08-15,2022,8,August
304867,205871,Savings,40459,1160.0,13674,Mutual Fund,2022-05-31,2022,5,May
304868,202691,Current,49922,3304.0,15267,Fixed Deposit,2022-04-05,2022,4,April
304869,204176,Savings,86909,4204.0,29614,Mutual Fund,2022-10-21,2022,10,October
304870,204502,Savings,41222,4380.0,28475,Mutual Fund,2025-01-14,2025,1,January
304871,201204,Savings,63887,1193.0,20453,Recurring Deposit,2024-12-20,2024,12,December
304872,201292,Business,6951,2379.0,10547,Fixed Deposit,2022-12-10,2022,12,December
304873,201593,Business,79533,2005.0,27630,Fixed Deposit,2023-08-13,2023,8,August
304874,202238,Current,18780,2940.031531507624,18884,Mutual Fund,2023-09-27,2023,9,September
304875,200553,Savings,68380,947.0,28509,Mutual Fund,2024-01-29,2024,1,January
304876,206499,Savings,62237,2777.0,29989,Recurring Deposit,2024-11-10,2024,11,November
304877,203933,Business,73629,4532.0,37473,Fixed Deposit,2023-05-11,2023,5,May
304878,203173,Current,23470,1817.0,40804,Mutual Fund,2022-08-12,2022,8,August
304879,207119,Current,62317,3329.0,28665,Mutual Fund,2023-10-20,2023,10,October
304880,208864,Savings,30365,2844.0,37609,Mutual Fund,2023-09-04,2023,9,September
304881,202414,Savings,96808,238.0,1687,Recurring Deposit,2022-12-30,2022,12,December
304882,205831,Business,43981,299.0,29682,Recurring Deposit,2022-09-13,2022,9,September
304883,205504,Business,19601,2454.0,31333,Fixed Deposit,2023-12-03,2023,12,December
304884,201689,Current,62439,3747.0,49090,Recurring Deposit,2023-12-02,2023,12,December
304885,208143,Business,99027,2888.0,39034,Fixed Deposit,2024-02-28,2024,2,February
304886,203952,Business,94770,3684.0,17215,Mutual Fund,2023-05-17,2023,5,May
304887,206182,Current,98755,1212.0,24436,Fixed Deposit,2023-11-10,2023,11,November
304888,209527,Current,33679,3007.0,20973,Fixed Deposit,2025-02-24,2025,2,February
304889,201133,Current,3333,1472.0,49292,Mutual Fund,2024-04-01,2024,4,April
304890,204281,Savings,69630,4601.0,5216,Mutual Fund,2024-01-05,2024,1,January
304891,206102,Savings,87795,3572.0,26664,Recurring Deposit,2024-12-22,2024,12,December
304892,201344,Business,28126,4464.0,3355,Mutual Fund,2022-12-05,2022,12,December
304893,201980,Business,91715,435.0,4301,Mutual Fund,2022-09-12,2022,9,September
304894,208252,Business,29317,2518.0,4901,Mutual Fund,2022-10-12,2022,10,October
304895,208040,Savings,91234,687.0,24581,Mutual Fund,2025-03-06,2025,3,March
304896,203413,Savings,7758,4435.0,38975,Recurring Deposit,2022-06-20,2022,6,June
304897,201891,Current,35063,906.0,16080,Mutual Fund,2022-11-23,2022,11,November
304898,205248,Current,26757,928.0,12045,Fixed Deposit,2022-08-29,2022,8,August
304899,209791,Savings,36395,2994.0,32450,Fixed Deposit,2023-12-27,2023,12,December
304900,207742,Savings,68278,3331.0,47365,Mutual Fund,2024-09-23,2024,9,September
304901,203356,Savings,72193,3684.0,3173,Fixed Deposit,2024-04-08,2024,4,April
304902,201938,Business,90724,1200.1492655538234,38512,Recurring Deposit,2024-08-20,2024,8,August
304903,207722,Current,38389,2182.0,1612,Mutual Fund,2025-02-06,2025,2,February
304904,209797,Business,55968,823.0,17290,Mutual Fund,2024-01-30,2024,1,January
304905,207423,Current,88694,4866.0,1843,Recurring Deposit,2022-12-27,2022,12,December
304906,205142,Savings,3063,3063.0,26419,Mutual Fund,2024-10-25,2024,10,October
304907,200768,Business,31970,3986.0,46048,Mutual Fund,2023-10-31,2023,10,October
304908,201084,Current,97010,2171.0,19332,Recurring Deposit,2023-09-29,2023,9,September
304909,208398,Business,30450,2647.0,42172,Fixed Deposit,2024-10-25,2024,10,October
304910,204888,Savings,70792,429.0,26232,Mutual Fund,2022-05-04,2022,5,May
304911,207299,Current,37097,604.0,15113,Mutual Fund,2025-02-16,2025,2,February
304912,204972,Savings,57864,2908.0,26689,Mutual Fund,2022-10-09,2022,10,October
304913,200758,Current,88938,3142.0,18297,Fixed Deposit,2024-04-09,2024,4,April
304914,205257,Business,58683,2529.0,35405,Recurring Deposit,2024-04-17,2024,4,April
304915,206465,Current,17153,6528.357662037747,35392,Recurring Deposit,2022-09-12,2022,9,September
304916,207052,Business,50953,2240.0,24475,Mutual Fund,2023-12-19,2023,12,December
304917,201626,Savings,53301,1324.0,17609,Recurring Deposit,2024-02-03,2024,2,February
304918,205096,Savings,74139,3291.0,46691,Fixed Deposit,2022-05-31,2022,5,May
304919,200125,Current,79684,4845.0,21529,Fixed Deposit,2022-06-27,2022,6,June
304920,207408,Savings,74969,3939.0,5655,Mutual Fund,2023-05-01,2023,5,May
304921,206281,Current,61359,1056.0,14612,Recurring Deposit,2025-01-01,2025,1,January
304922,203317,Business,52098,3685.0,35894,Fixed Deposit,2023-07-22,2023,7,July
304923,205357,Current,35247,3450.0,41641,Fixed Deposit,2022-04-09,2022,4,April
304924,205422,Current,63278,949.0,39742,Fixed Deposit,2025-03-19,2025,3,March
304925,202568,Current,49330,1053.0,18964,Fixed Deposit,2025-02-06,2025,2,February
304926,201069,Savings,85339,4590.0,26413,Recurring Deposit,2024-06-13,2024,6,June
304927,203195,Business,63694,2504.0,4873,Mutual Fund,2024-09-01,2024,9,September
304928,207235,Current,9797,4187.0,30305,Recurring Deposit,2024-08-14,2024,8,August
304929,205443,Business,33757,3524.0,49301,Mutual Fund,2023-03-03,2023,3,March
304930,200643,Savings,81358,1159.0,7590,Fixed Deposit,2025-01-24,2025,1,January
304931,207528,Current,6296,2076.0,10814,Fixed Deposit,2023-08-28,2023,8,August
304932,200748,Current,92438,4667.0,12854,Fixed Deposit,2024-06-04,2024,6,June
304933,203796,Business,65148,3004.0,23145,Mutual Fund,2024-06-10,2024,6,June
304934,205000,Business,2940,2426.0,7949,Recurring Deposit,2025-02-22,2025,2,February
304935,201773,Business,4270,4633.0,38720,Fixed Deposit,2025-03-13,2025,3,March
304936,207577,Current,26811,1698.0,22483,Mutual Fund,2024-11-05,2024,11,November
304937,204919,Current,12580,3897.0,12835,Fixed Deposit,2022-08-15,2022,8,August
304938,209264,Business,78554,4228.0,28210,Mutual Fund,2024-01-22,2024,1,January
304939,202748,Business,93045,786.0,17924,Recurring Deposit,2025-01-11,2025,1,January
304940,200520,Business,57211,1654.0,6188,Fixed Deposit,2023-04-11,2023,4,April
304941,204489,Savings,92652,1029.0,47756,Fixed Deposit,2024-04-07,2024,4,April
304942,204191,Current,54406,1597.0,13883,Recurring Deposit,2023-09-09,2023,9,September
304943,208276,Business,66213,2151.0,24887,Fixed Deposit,2025-01-15,2025,1,January
304944,201059,Savings,96627,1220.0,14310,Recurring Deposit,2025-02-03,2025,2,February
304945,200415,Current,50345,2606.0,1340,Recurring Deposit,2024-12-11,2024,12,December
304946,206087,Savings,28161,3925.0,35468,Fixed Deposit,2023-11-08,2023,11,November
304947,204316,Business,55339,3299.0,2721,Mutual Fund,2022-11-06,2022,11,November
304948,203901,Savings,65029,792.0,11806,Recurring Deposit,2024-08-04,2024,8,August
304949,201342,Savings,2505,1756.0,27132,Fixed Deposit,2024-10-28,2024,10,October
304950,202492,Business,16332,1017.0,39363,Recurring Deposit,2022-06-13,2022,6,June
304951,204414,Business,88315,4613.0,7535,Mutual Fund,2022-04-08,2022,4,April
304952,204611,Current,77481,516.0,2374,Mutual Fund,2024-12-14,2024,12,December
304953,201079,Savings,59988,2684.0,16508,Recurring Deposit,2022-11-19,2022,11,November
304954,208761,Business,31114,3281.0,37674,Mutual Fund,2024-05-14,2024,5,May
304955,204857,Business,45366,4501.0,22690,Recurring Deposit,2024-03-19,2024,3,March
304956,208500,Business,40730,2486.0,21820,Mutual Fund,2024-04-29,2024,4,April
304957,204113,Current,50903,2593.6682305952268,16580,Fixed Deposit,2022-12-02,2022,12,December
304958,202872,Savings,46325,171.0,8967,Mutual Fund,2022-07-15,2022,7,July
304959,209381,Business,53131,1936.0,20129,Mutual Fund,2024-04-22,2024,4,April
304960,204947,Savings,18204,3287.0,9816,Recurring Deposit,2023-08-01,2023,8,August
304961,208345,Business,88733,2989.0,29825,Fixed Deposit,2023-03-30,2023,3,March
304962,208301,Business,10205,4735.0,2548,Fixed Deposit,2023-08-17,2023,8,August
304963,208529,Savings,11686,1817.0,49910,Mutual Fund,2023-05-27,2023,5,May
304964,206060,Savings,85701,3357.0,37353,Fixed Deposit,2022-06-07,2022,6,June
304965,200506,Current,54227,862.0,1240,Fixed Deposit,2024-05-16,2024,5,May
304966,203065,Current,91625,3054.0,11400,Mutual Fund,2023-03-01,2023,3,March
304967,209998,Savings,48572,3315.0,8615,Fixed Deposit,2024-07-23,2024,7,July
304968,208163,Business,15195,4447.0,31750,Mutual Fund,2024-12-14,2024,12,December
304969,203217,Current,41404,962.0,18984,Fixed Deposit,2023-10-30,2023,10,October
304970,204894,Savings,94462,4367.0,17078,Fixed Deposit,2023-12-07,2023,12,December
304971,200988,Current,89738,4436.0,31901,Fixed Deposit,2023-03-21,2023,3,March
304972,205368,Savings,75045,4094.0,22094,Recurring Deposit,2022-07-21,2022,7,July
304973,207744,Business,70959,436.0,7772,Mutual Fund,2024-03-03,2024,3,March
304974,208676,Current,35874,4949.0,7286,Fixed Deposit,2024-02-09,2024,2,February
304975,200173,Current,76723,179.0,47419,Fixed Deposit,2024-08-27,2024,8,August
304976,209573,Current,21315,2916.0,34971,Mutual Fund,2024-02-15,2024,2,February
304977,207055,Current,94088,3418.0,25675,Mutual Fund,2022-08-04,2022,8,August
304978,201462,Savings,5477,2270.0,2194,Mutual Fund,2024-05-03,2024,5,May
304979,209245,Savings,3382,2851.0,6899,Fixed Deposit,2024-02-13,2024,2,February
304980,207644,Current,37681,2056.0,8372,Mutual Fund,2023-07-24,2023,7,July
304981,200784,Business,43288,4602.0,48620,Recurring Deposit,2022-09-21,2022,9,September
304982,205657,Savings,46825,3710.0,15314,Fixed Deposit,2024-05-01,2024,5,May
304983,205237,Savings,78954,1992.0,18541,Fixed Deposit,2024-12-29,2024,12,December
304984,205476,Business,15537,3771.0,25381,Mutual Fund,2022-04-17,2022,4,April
304985,208439,Current,67322,2621.0,21908,Mutual Fund,2022-08-27,2022,8,August
304986,201630,Current,75984,4795.0,32594,Recurring Deposit,2023-12-07,2023,12,December
304987,200725,Savings,78749,962.0,9430,Recurring Deposit,2023-12-21,2023,12,December
304988,207149,Business,2018,2876.0,32557,Fixed Deposit,2022-05-15,2022,5,May
304989,207298,Business,57763,278.0,5853,Fixed Deposit,2024-08-02,2024,8,August
304990,203483,Savings,66514,229.0,35634,Mutual Fund,2024-07-20,2024,7,July
304991,202691,Current,79472,1376.0,8874,Mutual Fund,2022-03-21,2022,3,March
304992,207079,Current,18630,1194.0,3005,Recurring Deposit,2022-08-09,2022,8,August
304993,204152,Business,14661,3539.0,21639,Recurring Deposit,2024-10-14,2024,10,October
304994,204526,Business,4300,1210.0,35072,Recurring Deposit,2024-11-06,2024,11,November
304995,202511,Business,56219,960.0,45509,Mutual Fund,2024-12-05,2024,12,December
304996,204257,Business,23539,3777.0,49242,Recurring Deposit,2023-07-07,2023,7,July
304997,201964,Business,9410,512.0,2709,Mutual Fund,2024-05-18,2024,5,May
304998,202079,Business,67388,1026.0,2983,Mutual Fund,2024-08-10,2024,8,August
304999,209387,Business,87320,3597.0,48925,Recurring Deposit,2023-02-05,2023,2,February
305000,205101,Business,62685,2853.0,29698,Mutual Fund,2024-12-31,2024,12,December
305001,208330,Business,17566,434.0,44473,Mutual Fund,2025-01-27,2025,1,January
305002,209528,Savings,56925,2144.0,10228,Mutual Fund,2024-02-27,2024,2,February
305003,203027,Current,24948,1651.0,43859,Recurring Deposit,2023-09-01,2023,9,September
305004,209880,Savings,46570,2155.0,33632,Mutual Fund,2023-10-06,2023,10,October
305005,208389,Savings,54183,3723.0,24156,Mutual Fund,2022-06-13,2022,6,June
305006,201444,Business,95423,308.0,29702,Recurring Deposit,2023-03-02,2023,3,March
305007,206275,Business,67783,1880.0,40127,Mutual Fund,2024-02-24,2024,2,February
305008,204633,Business,63564,305.0,42149,Recurring Deposit,2023-08-18,2023,8,August
305009,209484,Savings,18271,2744.0,41694,Recurring Deposit,2024-08-07,2024,8,August
305010,206215,Business,2607,382.0,30988,Mutual Fund,2024-11-07,2024,11,November
305011,204018,Business,15690,1795.0,28285,Mutual Fund,2024-10-07,2024,10,October
305012,208494,Current,9854,1587.0,35144,Fixed Deposit,2024-03-24,2024,3,March
305013,207584,Business,41803,2015.0,29332,Fixed Deposit,2025-01-04,2025,1,January
305014,202026,Current,35504,2266.0,8162,Mutual Fund,2023-10-06,2023,10,October
305015,207375,Savings,49934,2068.0,2641,Recurring Deposit,2024-02-21,2024,2,February
305016,209385,Current,30497,854.0,42165,Recurring Deposit,2022-09-14,2022,9,September
305017,204310,Business,79353,2528.0,41239,Fixed Deposit,2022-08-19,2022,8,August
305018,205235,Business,1624,635.0,28771,Recurring Deposit,2025-01-07,2025,1,January
305019,208335,Current,7325,440.0,28150,Fixed Deposit,2023-02-28,2023,2,February
305020,207479,Current,7942,2826.0,36319,Recurring Deposit,2022-03-24,2022,3,March
305021,203619,Business,11559,1003.0,22017,Mutual Fund,2023-09-02,2023,9,September
305022,206379,Current,54033,4021.0,36605,Recurring Deposit,2023-09-23,2023,9,September
